question,link,images,answer,username,userlink
Who is your favorite Naruto Waifu?,https://www.quora.com/Who-is-your-favorite-Naruto-Waifu?no_redirect=1,https://qph.cf2.quoracdn.net/main-qimg-f377554eaac369a002df9fd3abbf21c8-lq | https://qph.cf2.quoracdn.net/main-qimg-a19f448bfd8fd28fa11ecf0c9aeceec8-lq | https://qph.cf2.quoracdn.net/main-qimg-04e7379030930a5273591feed2ef6e7a-pjlq,Tenten its pretty clear by now when she gets rid of those buns her character turns into a main heroine character that pulls her apart from all the other women in Naruto. Here is Tentens alternate hairstyle without the buns.I am pretty sure Masashi Kishimoto purposely gave her buns in order to fit with the crazy hair style and colors in Naruto and look normal.Compare her with the rest of the group now imagine Tenten without the buns in the picture above. See what I mean?,Kevin Liu,https://www.quora.com/profile/Kevin-Liu-749
Why is Islamophobia increasing?,https://www.quora.com/Why-is-Islamophobia-increasing,,A phobia is an irrational fear of something. Is the fear of Islam irrational? I propose a little experiment. Imagine I hacked into your Facebook page and under your real name address and all that posted a caricature of Mohammed. With unambiguous commentary. Would you feel: a) …outraged that I used your page to insult people? b) …afraid that someone will come over and chop your head off? If you answered b or a and b then I guess we’re done with the experiment. I knew a lot of normal Muslim guys in the 90’s regular people. But something happened at the turn of the millenium. So yes I have nazContinue ReadingA phobia is an irrational fear of something. Is the fear of Islam irrational? I propose a little experiment. Imagine I hacked into your Facebook page and under your real name address and all that posted a caricature of Mohammed. With unambiguous commentary. Would you feel: a) …outraged that I used your page to insult people? b) …afraid that someone will come over and chop your head off? If you answered b or a and b then I guess we’re done with the experiment. I knew a lot of normal Muslim guys in the 90’s regular people. But something happened at the turn of the millenium. So yes I have nazi phobia communist phobia and religious fundamentalist phobia I’m just not sure if these are truly phobias.,Zbigniew Łobocki,https://www.quora.com/profile/Zbigniew-%C5%81obocki
Did anybody feel Lord Shiva’s presence?,https://www.quora.com/Did-anybody-feel-Lord-Shiva%E2%80%99s-presence,https://qph.cf2.quoracdn.net/main-qimg-d5ef04a2aa816902c2a57d4d6b9ee84a-lq | https://qph.cf2.quoracdn.net/main-qimg-d5ef04a2aa816902c2a57d4d6b9ee84a-lq | https://qph.cf2.quoracdn.net/main-qimg-188f78040bfae278facb70cacd9f9d18-lq | https://qph.cf2.quoracdn.net/main-qimg-c6d69b631c13a016636a01f29fb3a6bd-lq,You read and decide. Today is March 4 2019 and we are celebrating Mahashivratri festival in India. I still am overwhelmed with the incident took place today noon which I am sharing with you all. Since my earliest memories on the special days like Shravan month Mondays and Mahashivratri I used to go and worship Gopeshwar Mahadev Temple which is situated at the Town Hall of Indore and only 500 meters from my residence.Temple timings for offering abhishekam to the Shivling is from 5 am till 12 in the noon. This 12 means 12 sharp! The main priest closes the doors exactly at 12 even if Prime MinisteContinue ReadingYou read and decide. Today is March 4 2019 and we are celebrating Mahashivratri festival in India. I still am overwhelmed with the incident took place today noon which I am sharing with you all. Since my earliest memories on the special days like Shravan month Mondays and Mahashivratri I used to go and worship Gopeshwar Mahadev Temple which is situated at the Town Hall of Indore and only 500 meters from my residence.Temple timings for offering abhishekam to the Shivling is from 5 am till 12 in the noon. This 12 means 12 sharp! The main priest closes the doors exactly at 12 even if Prime Minister wants to perform abhishekam. My father and grandfather too are witness to this 12 pm closing rule. And even on Mahashivratri temple closes exactly at 12. I have seen throughout my life. So coming to the main point I desperately wanted to go and perform abhishekam being Mahashivratri today. But today morning was very weird for me and I got stuck up in some unavoidable and important work. 11 am crossed 11:30 am crossed and finally when I saw the clock it was showing 12:05 pm. My heart dropped and I lost all the hopes of going to the temple. Performed abhishek at home and continuously persuading my heart like that it's ok and we will go to the temple tomorrow and Shiv Ji is residing in your heart always so don't be sad and so on. And situationally at around 1:15 pm I had to visit the doctor whose two clinics are on either side from my residence. My brother insisted that we should go to his newly opened clinic. Surprisingly doctor's new clinic was on the same road where Gopeshwar Temple is situated. So we both started from home and passed by the temple. And when I offered my pranam from outside I saw 10–12 devotees going inside and performing abhishekam. I couldn't believed my eyes what I saw. I checked the watch and it was showing 1:20 pm! I parked my vehicle and we both ran towards the temple. There I saw main gate of the garbhagrih open and devotees are pouring milk/water on Shivling! That was the strangest part as why the temple not closed at 1:30 pm! But Shiv Ji is way beyond all the whys and hows! I believe it is the will of Shiv Ji to grant me darshan and abhishekam. My eyes slightly wet I washed my hands and feet entered into the garbhagrih and performed abhishekam to my heart's content.Offered my pranam many times and then resumed journey to the doctor's clinic. Things like these whenever happened with me I feel he is standing right beside me holding my hand and he will take me to his place after my role is done here. Satyam Shivam SundaramNo one in this Universe is as beautiful as Sri Shiv Bhagwan.,Arpit Sharma,https://www.quora.com/profile/%E0%A4%85%E0%A4%B0%E0%A5%8D%E0%A4%AA%E0%A4%BF%E0%A4%A4-%E0%A4%B6%E0%A4%B0%E0%A5%8D%E0%A4%AE%E0%A4%BE-Arpit-Sharma-1
Why didn't Kamsa simply kill Vasudeva and Devaki instead of killing all their children?,https://www.quora.com/Why-didnt-Kamsa-simply-kill-Vasudeva-and-Devaki-instead-of-killing-all-their-children,https://qph.cf2.quoracdn.net/main-qimg-b83e27da15ac5d6c1b2668aa5f46e2c5-lq | https://qph.cf2.quoracdn.net/main-qimg-b83e27da15ac5d6c1b2668aa5f46e2c5-lq,Because Kamsa was evil cruel. That's why Lord Krishna killed his own uncle (mama) Kamsa. The same thing Lord Krishna said to Arjun in Bhagwat Gita. When Arjun was finding it difficult to get ready for the war because his enemies were his own family members. Lord Krishna told him that he used be ready to fight injustice does not matter who is in front. That's why Lord Krishna slayed Kamsa.Jai Shri Krishna 🙏Continue ReadingBecause Kamsa was evil cruel. That's why Lord Krishna killed his own uncle (mama) Kamsa. The same thing Lord Krishna said to Arjun in Bhagwat Gita. When Arjun was finding it difficult to get ready for the war because his enemies were his own family members. Lord Krishna told him that he used be ready to fight injustice does not matter who is in front. That's why Lord Krishna slayed Kamsa.Jai Shri Krishna 🙏,Indian,https://www.quora.com/profile/Indian-855
Was Rudra mentioned in the Vedas the same god as Shiva mentioned in the Puranas?,https://www.quora.com/Was-Rudra-mentioned-in-the-Vedas-the-same-god-as-Shiva-mentioned-in-the-Puranas,https://qph.cf2.quoracdn.net/main-qimg-b076e70ccb2692feb6f619ebf706ecd8,Openly from the deeper practical spiritual point of view any Puranic characteristic of any gods mentioned in Vedas cannot be the same as Vedic one. The main reason is that the Vedic time was not a religious time (as we know the religion nowadays) and Puranic time was already typically religious time. It follows that the terms devotion belief and worship naturally have different meaning in Vedic and Puranic times. In the Vedic time the devotion belief and worship had actually scientific character (realistic in relation to daily life - practical experiential wisdom) while the devotion belief and worship in Puranic time had already religious character (not realistic in relation to daily life – devotional religious knowledge). Thus even there could be a traditional view that Shiva is the same as Rudra it does not mean that both (Vedic and Puranic) interpretations of Rudra and Shiva are the same. To answer the question: Rudra mentioned in Vedas is not the same as Shiva mentioned in Puranas. Despite of this fact the Puranic interpretations and attitudes towards Shiva can have connotations with interpretations of Rudra.,Stefan Pecho,https://www.quora.com/profile/Stefan-Pecho
Where was Herod's temple built?,https://www.quora.com/Where-was-Herods-temple-built,https://qsf.cf2.quoracdn.net/-4-images.new_grid.profile_default.png-26-688c79556f251aa0.png | https://qph.cf2.quoracdn.net/main-qimg-30bc175ae5b5b7d9574eeba058794116-lq | https://qph.cf2.quoracdn.net/main-qimg-30bc175ae5b5b7d9574eeba058794116-lq | https://qph.cf2.quoracdn.net/main-qimg-75bf9a60b1dc43d829406b40989236ab-lq | https://qph.cf2.quoracdn.net/main-qimg-4c5c62195a44fc716b570dab38cb6d0e-lq | https://qph.cf2.quoracdn.net/main-qimg-596ee0e6d83f1e1ccf7fb96eedcffe77-lq | https://qph.cf2.quoracdn.net/main-qimg-2587b8a7354e260f29cb1701dbbf1acb-lq,Here is a picture of the the Temple Mount today with the Dome of the Rock :As you can see the top of the Temple Mount is a flat surface pretty unusual for a mountain top. This is because King Herod about 2000 years ago wanted to expand the existing Temple that was built a few hundred years before him. To expand the Temple he needed to expand the buildable area on the Temple mount. What he did is build massive retaining walls around the Temple mound (about 60 meters high 480 meters by about 320 meters) and filled it with earth thus greatly expanding the temple mount and flattening it totalContinue ReadingHere is a picture of the the Temple Mount today with the Dome of the Rock :As you can see the top of the Temple Mount is a flat surface pretty unusual for a mountain top. This is because King Herod about 2000 years ago wanted to expand the existing Temple that was built a few hundred years before him. To expand the Temple he needed to expand the buildable area on the Temple mount. What he did is build massive retaining walls around the Temple mound (about 60 meters high 480 meters by about 320 meters) and filled it with earth thus greatly expanding the temple mount and flattening it totally He used huge stones quarried in Jerusalem with some of the stones weighing close to 400 metric tons. Some of these huge stones can be seen here:and here:Here is an artist’s rendition of the size of the Temple mount compared to other buildings in Jerusalem at the time.By the way the arch seen here leading to the Temple Mount was the largest of its kind in the ancient world. King Herod always built in a grandiose style. Here is a model of how the Temple looked in Herod’s time:It was a grand building with no expenses spared. Marble was imported from Italy and gold and other expensive materials were used. The sages in the Talmud who saw the Second Temple in its glory said that anyone who did not see the Temple never saw a beautiful building. You can see this YouTube video that gives a computer generated 3D view of the Second Temple,Mechael Kanovsky,https://www.quora.com/profile/Mechael-Kanovsky
What are some important differences between goddess Durga and Shakti?,https://www.quora.com/What-are-some-important-differences-between-goddess-Durga-and-Shakti,https://qph.cf2.quoracdn.net/main-qimg-64f529778182f3f7e1a24a9e952a2d72-lq | https://qph.cf2.quoracdn.net/main-qimg-47f0578de933c1fd022dba55823b05e4-lq,One of the names of Adi Shakti/Shakti is Durga and one of the names of Durga is Adi Shakti/Shakti. Have you observed any differences?Jai Maa Adishakti Durga 🙏,KESHAV KR M; Sri Adishakti Durga Dasa,https://www.quora.com/profile/KESHAV-KR-M-Sri-Adishakti-Durga-Dasa
Have you ever thought to become a millionaire?,https://www.quora.com/Have-you-ever-thought-to-become-a-millionaire?no_redirect=1,,Yes  in my childhood when I was 12 years old. I never thought to become a millionaire because at that time I was in confusion that how much money in Indian rupees makes a million or a billion. So I dreamt to be richest person of world. 😂 Well after 8yrs I realized it actually requires great skills and hardwork. Now richness has different meaning for me . So I m not behind that money. But after lazy 20 revolutions around the sun recently I have started to work for my better future. Not to be millionaire  but to be skillful and smart.,Abigail,https://www.quora.com/profile/Abigail-1918
How do you explain the constant burning woodlogs at shirdi SAI baba Temple?,https://www.quora.com/How-do-you-explain-the-constant-burning-woodlogs-at-shirdi-SAI-baba-Temple,,"Sai Baba the universal Guru and my Guru who gives me the power to answer all the questions. I am very thankful to him. Even after Sai Baba got merged into Universe his devotees never let the Dhuni Mai to extinguish infact logs of wood and oil is being offered to everyday so since the last 150 years Baba's Dhuni (Sacred Fire) is burning perpetually in Dwarkamai. Baba sat near the Dhuni and always meditated Fire is a symptom of power through which the whole galaxy is created. Fire plays an important role in various aspects of the Hindu Tradition. It is both the creator and destroyed of life anContinue ReadingSai Baba the universal Guru and my Guru who gives me the power to answer all the questions. I am very thankful to him. Even after Sai Baba got merged into Universe his devotees never let the Dhuni Mai to extinguish infact logs of wood and oil is being offered to everyday so since the last 150 years Baba's Dhuni (Sacred Fire) is burning perpetually in Dwarkamai. Baba sat near the Dhuni and always meditated Fire is a symptom of power through which the whole galaxy is created. Fire plays an important role in various aspects of the Hindu Tradition. It is both the creator and destroyed of life and those that follow the Hindu tradition recognize this fact through several of their rituals and practices. Fire plays a role in cremations the worship of important deities through sacrifices and offerings and in daily Hindu routines. Not only Hinduism maintenance of a dhuni is important in several traditions including Zoroastrianism Buddism Jainism and Sufism. At Sai Baba's first advent to Shirdi he said some people of Shirdi to dig beneath the Neem Tree and there they found 4 miraculously burning lamps buried underneath along-with a Rudraksha Mala. Baba regarded these 4 burning earthen lamps each symbolic for Satya Dharm Peace & Love respectively. Baba said that his Guru used to perform penance at this same place. Hence the name of this place is “Gurusthan”. Baba then said that the time for the 4 lamps to continue burning in Gurusthan was now over and that they should be shifted from the Gurusthan to ""Dwarkamai"" his Karmsthan where they would continue to burn as his ""DHUNI"" till the time this World exists. Fact as per Sai Satcharitra.",Shivansh,https://www.quora.com/profile/Shivansh-44
What do Tamil Hindus think of the Bhagavad Gita?,https://www.quora.com/What-do-Tamil-Hindus-think-of-the-Bhagavad-Gita,,Tamil Hindus think of Bhagavad Gita the same way as Non_Tamil Hindus think of it. Maybe they are thinking in Tamil that will be the likely difference. I am a Tamil and a Hindu and I speak for myself and thousands of other Tamil Hindus who confide to me.,Swami Sampurnananda,https://www.quora.com/profile/Swami-Sampurnananda
What does Shiva's third eye do?,https://www.quora.com/What-does-Shivas-third-eye-do,https://qph.cf2.quoracdn.net/main-qimg-62b72c92913c1165ab690525afb4e5c4-lq | https://qph.cf2.quoracdn.net/main-qimg-62b72c92913c1165ab690525afb4e5c4-lq | https://qph.cf2.quoracdn.net/main-qimg-fb1e57d0e4d03420595a2641aea54481-lq,His 3rd eye Transforms. remember this: in order for a cup to be filled it must first be emptied. shiva will destroy what is already there so he can fill the ‘cup’ with divinity. This is a transformation. Everybody transfixed on the Tandava being the destruction of all life and the intensity of shiva as if he is a weapon. He is shiva. Simply God. shiva energy will transform by taking what is already there emptying it out like water out of a glass and the. Re-fill with the purest spring water in existence. comprende?Shiva’s energy is the energy of transformation. He takes what is damp and muddy and Continue ReadingHis 3rd eye Transforms. remember this: in order for a cup to be filled it must first be emptied. shiva will destroy what is already there so he can fill the ‘cup’ with divinity. This is a transformation. Everybody transfixed on the Tandava being the destruction of all life and the intensity of shiva as if he is a weapon. He is shiva. Simply God. shiva energy will transform by taking what is already there emptying it out like water out of a glass and the. Re-fill with the purest spring water in existence. comprende?Shiva’s energy is the energy of transformation. He takes what is damp and muddy and turns it into purity. Don’t believe the hype. he pays a hefty price for this. He takes on all the negativity. All of this negativity has a price. He takes all of it. Just imagine what he does for us. He is the force of god that takes the consequence of our actions and leaves us only with purity. yes it is true at the end of the cycle he will erase all karma’s by destroying everything material. But our souls are indestructible. All he is doing in this ‘destruction’ is taking the result of our Karma. One big ‘purification’ Om NAMA SiVaYa,Sumeet Roop,https://www.quora.com/profile/Sumeet-Roop
Was Draupadi in love with Karna in Mahabharata (Hindu epic)?,https://www.quora.com/Was-Draupadi-in-love-with-Karna-in-Mahabharata-Hindu-epic,https://qph.cf2.quoracdn.net/main-qimg-124662c1d14045b2372541c7147718f5.webp | https://qph.cf2.quoracdn.net/main-qimg-7e34fb4334ba5dba159dfc324b0ac9ab.webp,"This is an interesting question. I don't know anything about the book ""The Palace of Illusions"" but speculations about Karna and Draupadi's relationship is not something which is new. Many folklore exists which speculate about a Platonic relationship between the two.  I had read a novel by Rajshekhar Basu written at least 50 years ago named Panchajanya. The novel is based on Mahabharata and offers interpretations of many  of the events of the Mahabharata from a different perspective than what is more popular. The relationship between Karna and Draupadi is one of the most interesting sub-plot ofContinue ReadingThis is an interesting question. I don't know anything about the book ""The Palace of Illusions"" but speculations about Karna and Draupadi's relationship is not something which is new. Many folklore exists which speculate about a Platonic relationship between the two.  I had read a novel by Rajshekhar Basu written at least 50 years ago named Panchajanya. The novel is based on Mahabharata and offers interpretations of many  of the events of the Mahabharata from a different perspective than what is more popular. The relationship between Karna and Draupadi is one of the most interesting sub-plot of the novel Karna is the quintessential tragic hero. All throughout his life he had suffered rejection. He was abandoned as a baby by his mother he was rejected by Dronacharya he was rejected by Draupadi and was denied the most coveted throne in the world although he was the rightful heir to it.   Now regarding the relationship between Draupadi and Karna it began with the sayamvar arranged during Draupadi's marriage. (For those who do not know a Sayamvar is a competition held among those men who are seeking to marry one girl of course the winner gets the chick.) There was no pre-condition given in the Sayamvar and everyone was allowed to participate and theoretically any one could win. However it was actually not so. Draupadi was the daughter of King Dhrupad who was defeated in a war by Dronacharya with the help of Arjuna. To rub salt to his wounds Drona also took half of his kingdom to humiliate him. Dhrupad had since nurtured a deep grudge against Drona and wanted revenge. He arranged for a Yajna (Its an elaborate prayer) and asked from God to give him something or someone who can defeat Drona and bring back his honor. From the holy fire of the Yajna emerged this stunningly beautiful girl who was named Krishnaa (not to be confused with Sri Krishna.)  and a boy named Dhristadyumna. The Gods told Dhrupad that these two siblings will avenge his humiliation and asked him to raise them as his own children. Dhristadyumna will later play his part and kill Drona in the battle of Kurukshetra but Krishnaa's role was much more subtle. She knowingly and unknowingly played out her destiny. She would later go on to become the main reason for the great war between the Pandavas and the Kauravas. It is as if her life was pre-programmed.  This girl was also named Draupadi.  However Dhrupad soon realized that as long as Arjuna was with Drona it was not possible for anyone on Earth or Heaven to do anything to him. So he was elated when the Pandavas fell out with the Kauravas and were castigated from their Kingdom. He knew that Drona had remained on the side of the Kauravas and hatched a plan to get his revenge. He thought that if he could make a permanent alliance with Arjuna he can possibly have his revenge on Drona through him. So he arranged for this elaborate Sayamvar for Draupadi's marriage but the task he set for the competitors was so ridiculously difficult he was sure that no one else other than Arjuna would succeed. As the Pandavas at that time were in hiding living as poor Brahmins he kept the competition open for all with no restriction on age caste or creed.    What the story about Draupadi's birth tells us is that Draupadi was a woman on mission. She had to marry Arjuna as that was the way she could play out the role for which she was born. So when in the Sayamvar this unknown prince named Karna was about to complete the task which was supposed to be un-achievable to everyone except Arjuna she panicked.  I think it is time to mention what the task was. The task which all the competitors were suppose to try was to take the bow and arrow which were kept in the arena tie the string of the bow and shoot an arrow through the eye of a fish hanging from the ceiling. The archer was not supposed to look at the fish directly he was to do this task by just looking at the shadow of the fish on water kept in a tank. It is something like the picture below but the fish was actually kept at a farther distance than shown here. Anyway now the funny thing was that all the great Kings and Princes of the country failed to even tie the string to the bow because it was very heavy. But when Karna tried to do it he had no problem in tying the string and was about to shoot the effing eye off the fish! It was at this point Draupadi realized that this guy was going to nail it and the guy was none of the Pandavas. She had to stop it with an excuse and she chose to deride Karna for his caste. Karna's foster parents were Sut which is one of the so called ""lower castes"". Draupadi had nothing personal against Karna and she was not prejudiced against his caste it was just an excuse thought of in a haste. She wanted to marry only Arjuna as she believed that he was the only one who could help her accomplish her destiny.  But this public refusal was a great humiliation for Karna as all those who were present in the Sayamvar laughed and taunted him all those people who were no match for Karna in terms of strength and skills. But Karna the gentleman he is did not say anything offensive and politely bowed out of the competition. Draupadi felt terrible for doing what she did and noticed how handsome and a perfect gentleman Karna was. It was this incident which created a soft spot in Draupadi's heart for Karna. Obviously Arjuna completed the task with no problem and married the beautiful Draupadi. The next time the two came face to face was during the whole Vastraharan fiasco. For those who are not familiar the story is that the Pandavas had lost all they had in a gambling match with the Kauravas and after they had given up everything they even pawned their wife Draupadi and unsurprisingly lost. As a result the Kauravas who were not reputed to be very respectful of women tried to strip Draupadi in public.  The Pandavas had already pawned themselves in the game and had lost it so they were already slaves of the Kauravas and so was bound by some kind of shitty law of those times which said that they could not harm their masters no matter what they did. So the Kauravas decided to take the opportunity to humiliate Draupadi in the most crudest of ways. Karna who was a friend of the Kauravas was present in the court when this barbaric act was taking place. Draupadi recognized Karna and asked him for help. But Karna instead of helping Draupadi stood with the Kauravas and supported them. He even gave a few words of encouragement to the Kauravas (as if they needed any) and passed lewd comments. Draupadi was shocked by Karna's behavior as she remembered him as a real gentleman and great warrior. Finally Sri Krishna came to her rescue that day. Most of this story is known to many who have read Mahabharata or have watched the TV series.  However the interesting question is why didn't Karna say anything to stop the brutality that day? There are many different stories regarding this but one interpretation which I found plausible was that Karna was trying to instigate the Pandavas who were sitting like ducks and letting all these monstrosity go on. Karna could not do anything directly for Draupadi because he was bound by his friendship to the Kauravas and also if he tried to intervene people would raise eyebrows and gossips will start that Karna has a weakness for Draupadi. In reality he did have a weakness for her and that is why he was extra careful not to let his feelings show.He thought that the only way he could stop it is by inciting the Pandavas. He tried to do it by saying things like  ""Draupadi you should leave the Pandavas who are cowards and don't know how to protect you and instead marry the Kauravas."" All this was actually said to anger the Pandavas and push them into doing something to stop the horrible injustice on Draupadi. Alas they just fell on deaf ears.  While that was Karna's actual motive Draupadi thought that Karna still nurtured the grudge against her for publicly humiliating him during the Sayamvar and that is why he behaved so harshly and did not help her. Draupadi lost the soft spot she had for Karna after this incident until much later when Sri Krishna revealed to her Karna's actual motives that day. P.S. I missed out on Dhristadyumna in my initial answer. But thanks to Shrey I have edited my answer to incorporate it.",Satadru Das,https://www.quora.com/profile/Satadru-Das
What is Sanatana dharma?,https://www.quora.com/What-is-Sanatana-dharma-4,https://qph.cf2.quoracdn.net/main-qimg-caf5aa64408f66c1c7b08bf295b81562-lq,👇👇👇👇,Er. Gyanesh Rai,https://www.quora.com/profile/Er-Gyanesh-Rai
Why were temples built in ancient India?,https://www.quora.com/Why-were-temples-built-in-ancient-India,https://qph.cf2.quoracdn.net/main-qimg-b0bd3983d96f6d5c31c77f1866ca4e27-pjlq | https://qph.cf2.quoracdn.net/main-qimg-062d172a4c2affdd328651832c6b9ead-pjlq | https://qph.cf2.quoracdn.net/main-qimg-5dbd7f54a001f6b12ed3851e58321fd3-pjlq | https://qph.cf2.quoracdn.net/main-qimg-80d2d082d8d2933d68bd082e255209de-pjlq,"Which people were the first to come to India? 2 These are all general knowledge questions in the light of western history taught by Lord Macaulay and cut off the Indians from the roots of Indian culture. You are asking this question as taught by Lord Macaulay. YOU can decide and know the reality in the following description. The new education policy of Lord Macaulay cut off the Indians from the Indian culture by dividing the converted and non-converted Indians into Hindu Religion and Muslim Religions Hindu was never a Religion of India the term Hindy Religion was coined by the British for divide and rule policy Lord Macaulay taught that the Vedas are religious scriptures of Hindu and ‘Aryan’ came from outside of India and killed Dravid black south Indians with the opium of religious superstition the discovery Grand Canyon an advanced Vedic Civilization in 1909 supported the Aryan invasion theory and we accepted it which is in the blood of Indians with mental slavery of Britain hence we have no pain for the so-called Religious bifurcation of India with less nationality it has pushed India in Religious fundamentalism. ‘JAMBU DWIP’ KNOWN TURTLE EYE LAND as Pangaea is the oldest where first humans came into the existence and later due to the shifting of the continents separated by different environmental conditions with different stages of mental evolution.Earth was one land mass For hundreds of millions of years all the land of Earth was joined together in one large mass or supercontinent. Scientists call it Pangaea (meaning “all lands” in Greek).d mass in India called ‘JAMBU DWIP’ or ‘Turtle Eye Land’ At the place of the Great Himalayan range there was a ‘Thesis sea’ Pangaea existed about 240 million years ago. By about 200 million years ago The collision of the Indian subcontinent and Asian continent created the Himalayan mountain range home to the world's highest mountain peaks plate tectonics which contributed to the creation of continents. The plate tectonics and Earth’s geomagnetism played a great role in the splitting of the continents a part. Pangaea existed about 240 million years ago. By about 200 million years ago this supercontinent began breaking up. Over millions of years Pangaea separated into pieces that moved away from one another. ) ..Tethys SeaAbout 225 million years ago India was a large island still situated off the Australian coast and a vast ocean (called Until 65 million years ago a great ocean the Tethys sea separated India from Asia. There were no Himalayas and no Tibetan Plateau. Continental Drift Theory Continental Drift Theory was put forward by the German scientist Alfred Wegner in 1915. According to the Continental Drift Theory The parts of the crust are capable of horizontal movement around the globe causing the continents to slowly change their positions in relation to one another with plate tectonics. The fact that South America is a mirror image of Africa is presented as proof of the continental drift theory (see the video below for an animation showing the migration of both of these continents). For hundreds of millions of years all the land of Earth was joined together in one large mass or supercontinent. Scientists call it Pangaea (meaning “all lands” in Greek). Then about 200 million years ago the land began to drift apart. It broke into two pieces and scientists have called the continent in the north Laurasia and the continent in the south Gondwanaland (named by Eduard Suess an Austrian geologist).The two large continents continued to break apart into the smaller continents that exist today. Scientists call this movement ‘continental drift.Forces responsible for the drifting of continents (According to Alfred Wegner) Indians kept a record of the beginning of the creation ‘jyotirlinga’ the beginning of the Time Era Yuga Introduction Ancient Indian History is not like the history written by western Historians and Archaeologists. They have kept records in Veda the oldest literary monument of human civilization on the earth. The creation is working as a system under the cycle of the year ‘Samvatsar Kal’ they have not mentioned their name date or year. We were unknown before birth and will be unknown after death. For whom we should write history. The rotation of the sun at its axis has given the concept of time as a great event MAHAKAL’ Jyotirlinga at Ujjain as one wheel chariot and the twelve ‘Jyotirlinga’ in India represents Twelve fellies Twelve ‘Aditya’ twelve faces of the sun with 360 days cycle of one ‘Samvatsar Kal’ under which the creation is working as a system under the cycle of six seasons. Twelve are the fellies and the wheel is single; three are the naves. What man hath understood it? Therein are set together spokes three hundred and sixty which in nowise can be loosened. Rig. 1-164-48 It has been indicated here that all the phenomena on the earth are going on under the wheel of the year. It has twelve months and three hundred and sixty days with three centers Sky the Atmosphere and the earth. It indicates the yearly cycle of the months and seasons. Under the wheel of the year nature exhibits its functions.Great Event Mahakal ‘jyotirlinga’ the beginning of the Time Era YugaKedareshwar Cave Temple is located at Harishchandragad a hill fort in the Ahmednagar district. The fort is a popular trekking location. Kedareshwar Cave Temple is much different from other temples. It is situated in a cave and also the presence of water all year round makes the temple one of the unique temples not just in Maharashtra but in India as well. A Shiva Linga ‘Jyotirlinga’ of about five feet is situated at the center of the cave. One has to wade through waist-deep and ice-cold water to reach the Shiva Linga. Though there were four pillars surrounding the Linga now there is only one pillar intact. Some believe the pillars to be symbols of yuga or time namely Satya Tretha Dwapara and the Kali Yuga. Great Event Mahakal ‘jyotirlinga’ the beginning of the Time Era Yuga Veda is the first word of a civilized person on Earth. The world is suffering from the superstition of modern development which is only halfway to touching the Vedic height of development. The modern development of science and technology has created a threat to the existence of life on the earth with global warming depletion of the ozone layer with the ‘Green House Effect’ and the threat of Nuclear war to destroy the present civilization. Vedas are not religious scriptures. Upnishads are not Veda Puranas were written to teach the original evolution of the creation in a symbolic anthropomorphic manner to preserve the Vedic knowledge with the personification of natural forces as demons and deities it has been turned into myths of mythology with a long history and fancy of the narrator. Without the full knowledge of the creation and life on the earth Vedic word symbols are like Black Buffalo’ no History No Religion nor a God is Black Era ‘Kali Yuga’ Yuga Era ( Sanskrit : युग) means ""a yoke "" (joining of two things) ""generations"" or ""a period of time"" Era such as age namely Satya Yuga Treta Yuga Dwapar Yuga and the Kali Yuga. Satya Yuga  signifies the era of the beginning of the creation all was pure no duality. Treta Yuga the evolution of the human species with three immortal and self-consciousness. Lord Ram represents immortal fundamental energy ‘Sita’ Sarasvati immortal phonon wave and Laxman immortal Electron. With the trinity of the three immortal the civilization evolved with the monkey brigade first and from the monkey the human species evolved with the conflict between the devils and demons as ‘SUR AND ASUR’ Dwapar Yuga the duality increased with the selfishness created conflict in the society. Lord Krishna has supreme fundamental energy enlightened to fight for right. Kali Yuga Black Era no ethics no God no Duty in life ignorant of the aim of life on the earth. It is a symbolic representation of the history of the creation and evolution of civilization on earth. With regards Dr. C.P. Trivedi India Dr.C.P.Trivedi atcptrivedi@gmail.com",Chandra Prakash Trivedi,https://www.quora.com/profile/Chandra-Prakash-Trivedi-1
Who is the writer of the Mahabharata?,https://www.quora.com/Who-is-the-writer-of-the-Mahabharata-1?no_redirect=1,,Sri Ganesh… Ved Vyas ji had narrated the entire Vedic Shastras to Ganesh ji and Ganesh ji had documented them including mahabharata,Pranay Bhatnagar,https://www.quora.com/profile/Pranay-Bhatnagar-2
Atheists humor me for a sec. Let's say hypthetically God is real. When you die and God asks why you refused to acknowledge him what will you say?,https://www.quora.com/Atheists-humor-me-for-a-sec-Lets-say-hypthetically-God-is-real-When-you-die-and-God-asks-why-you-refused-to-acknowledge-him-what-will-you-say?no_redirect=1,,There are so many hypotheticals — if god is real if I die and still can hear god talks to each dead individual god cares about acknowledgement god cares enough to ask about it I can reply when I am dead we speak same language etc. Anyway here's my probable response… Dear god sorry to say but your usage of the word ‘acknowledgement’ isn't consistent with the definition you beamed into our hContinue ReadingThere are so many hypotheticals — if god is real if I die and still can hear god talks to each dead individual god cares about acknowledgement god cares enough to ask about it I can reply when I am dead we speak same language etc. Anyway here's my probable response… Dear god sorry to say but your usage of the word ‘acknowledgement’ isn't consistent with the definition you beamed into our heads several centuries ago. Oxford: accept or admit the existence or truth of. [1] Merriam Webster's  [2] : to recognize the rights authority or status of : to disclose knowledge of or agreement with : to express gratitude or obligation for : to take notice of : to mak...,Vikrant Vaidya,https://www.quora.com/profile/Vikrant-Vaidya
