question,link,images,answer,username,userlink
RelatedWho is considered God in Advaita Vedanta?,https://www.quora.com/Who-is-considered-God-in-Advaita-Vedanta,,In Advaita Vedanta God is never an object! When God is not an object the question of description does not arise. How can we describe something that is not an object? God is not something that is perceived by our senses. God is not something that can be imagined! Is it possible for any animal to imagine the concept of a religion or a creator? Is it ever possible for a computer to visualize its creator? The human being is always curious to know God and in the bargain falls into the grip of dogmas. Advaita Vedanta says “Instead of looking for God outside as an object sit quietly and introspect. Who is this person introspecting?” This introspecting subject is like a salt doll which jumped in to gauge the depth of ocean but never surfaced again to declare the ocean’s depth. ‘Realizing -God’ is not a process to be undertaken. The state of the ‘wholesale emptying’ of everything that this physical body/mind with its five senses has acquired as conditioning during its life on this earth is a prerequisite to realize this subject ‘God’. God is a subjective state devoid of any sensory memory! It is the very existence of the seeker and consciousness of this existence. Consciousness-Existence is the ultimate substratum which forms the backdrop of this moving universe. This unmoving stable backdrop is indeed ‘YOU’ the ultimate “I” consciousness that appears as soon as we wake up from a deep slumber. Consciousness-Existence devoid of any externality is ‘God’ if you insist on the name ‘God’. Otherwise strictly speaking you are not there to utter the word ‘God’ when you are already ‘God’! Thank you. Dr R N Sreenathan Director Chinmaya International Foundation Vedantin; Neuroscientist.,RN Sreenathan,https://www.quora.com/profile/RN-Sreenathan
RelatedIs Tamil Nadu having the highest number of Hindu temples in India? Are Tamil Hindus the most traditional people in the country visiting temples everyday and following their Tamil culture dutifully unaffected by other cultures?,https://www.quora.com/Is-Tamil-Nadu-having-the-highest-number-of-Hindu-temples-in-India-Are-Tamil-Hindus-the-most-traditional-people-in-the-country-visiting-temples-everyday-and-following-their-Tamil-culture-dutifully-unaffected-by-other,https://qsf.cf2.quoracdn.net/-4-images.new_grid.profile_default.png-26-688c79556f251aa0.png | https://qph.cf2.quoracdn.net/main-qimg-90d1344d1f298c36090a1f6cb0002eda-lq | https://qph.cf2.quoracdn.net/main-qimg-619af6d03c85aca924324c2ea8d0df91-lq | https://qph.cf2.quoracdn.net/main-qimg-77aef8e1b4d7077c216e6fa4c54deaed-lq | https://qph.cf2.quoracdn.net/main-qimg-6758496d1fb377af6e8434ab65700a10-lq | https://qph.cf2.quoracdn.net/main-qimg-5c3828bab0d6a5a27a9e54584ed074a3-lq | https://qph.cf2.quoracdn.net/main-qimg-68659839e55c001008d882001855af9e-pjlq | https://qph.cf2.quoracdn.net/main-qimg-7755fcbde4abd89175ec3e2d3a1cfabb-lq | https://qph.cf2.quoracdn.net/main-qimg-e7217e6e49ed5a60cb82f8e428c44a4b-lq | https://qph.cf2.quoracdn.net/main-qimg-3995cf59f6ccb221516d71539884aac1-lq | https://qph.cf2.quoracdn.net/main-qimg-2fbc7043cbf2199a26c3ac2908a675fe-lq | https://qph.cf2.quoracdn.net/main-qimg-821aa062126d2f537d98e2010036556c-lq | https://qph.cf2.quoracdn.net/main-qimg-2e5c2630da39db9717d47b27898086ad-lq | https://qph.cf2.quoracdn.net/main-qimg-3b723cfb5179cf236ea1a3ecf5e53e46-lq | https://qph.cf2.quoracdn.net/main-qimg-d2ce6817cd854819c35af9436c8ad1cb-lq | https://qph.cf2.quoracdn.net/main-qimg-bf7d7a7559a0817361aa04a38bd1bb81-lq | https://qph.cf2.quoracdn.net/main-qimg-02bf77c0697b564804683f97c01b56da-lq | https://qph.cf2.quoracdn.net/main-qimg-308e251e3f25da869cd29dbb265673c2-lq | https://qph.cf2.quoracdn.net/main-qimg-90d1344d1f298c36090a1f6cb0002eda-lq | https://qph.cf2.quoracdn.net/main-qimg-619af6d03c85aca924324c2ea8d0df91-lq | https://qph.cf2.quoracdn.net/main-qimg-77aef8e1b4d7077c216e6fa4c54deaed-lq | https://qph.cf2.quoracdn.net/main-qimg-6758496d1fb377af6e8434ab65700a10-lq | https://qph.cf2.quoracdn.net/main-qimg-5c3828bab0d6a5a27a9e54584ed074a3-lq | https://qph.cf2.quoracdn.net/main-qimg-68659839e55c001008d882001855af9e-pjlq | https://qph.cf2.quoracdn.net/main-qimg-7755fcbde4abd89175ec3e2d3a1cfabb-lq | https://qph.cf2.quoracdn.net/main-qimg-e7217e6e49ed5a60cb82f8e428c44a4b-lq | https://qph.cf2.quoracdn.net/main-qimg-3995cf59f6ccb221516d71539884aac1-lq | https://qph.cf2.quoracdn.net/main-qimg-2fbc7043cbf2199a26c3ac2908a675fe-lq | https://qph.cf2.quoracdn.net/main-qimg-821aa062126d2f537d98e2010036556c-lq | https://qph.cf2.quoracdn.net/main-qimg-2e5c2630da39db9717d47b27898086ad-lq | https://qph.cf2.quoracdn.net/main-qimg-3b723cfb5179cf236ea1a3ecf5e53e46-lq | https://qph.cf2.quoracdn.net/main-qimg-d2ce6817cd854819c35af9436c8ad1cb-lq | https://qph.cf2.quoracdn.net/main-qimg-bf7d7a7559a0817361aa04a38bd1bb81-lq | https://qph.cf2.quoracdn.net/main-qimg-02bf77c0697b564804683f97c01b56da-lq | https://qph.cf2.quoracdn.net/main-qimg-308e251e3f25da869cd29dbb265673c2-lq | https://qph.cf2.quoracdn.net/main-qimg-8b252cb5838e7e892b895c9f68c746fd-lq | https://qph.cf2.quoracdn.net/main-qimg-d3a3fee0adb7a380cf8ac4fda21f6e99-lq | https://qph.cf2.quoracdn.net/main-qimg-bbbc2f68a116768cf87899cdee9a3fc5-lq | https://qph.cf2.quoracdn.net/main-qimg-afdacbd164b779d5291e95f3d4b1a055-lq | https://qph.cf2.quoracdn.net/main-qimg-bfa6a057156f667683aa3ae859d6033d-lq,Actually Tamil Hindus are belongs to Native Indian Hindu Culture Tamils are different from Persian(Non Native Indian) Mixed Hindutva Culture. For that reason even more number of foreigners visiting to south India - Tamil Nadu for explore Hinduism and Native Indian Culture.         Tamil Hindu Emperor Rajaraja Chola's 1036 th year Birthday CelebrationFinally Foreigner people participation in Native Indian Festival in our land    Thaipoosam Festival - God Murugan related - celebration in Malasyia with Chinese people Tamils Hindus Celebration Diwali in Singapore (Greetings BoContinue ReadingActually Tamil Hindus are belongs to Native Indian Hindu Culture Tamils are different from Persian(Non Native Indian) Mixed Hindutva Culture. For that reason even more number of foreigners visiting to south India - Tamil Nadu for explore Hinduism and Native Indian Culture.         Tamil Hindu Emperor Rajaraja Chola's 1036 th year Birthday CelebrationFinally Foreigner people participation in Native Indian Festival in our land    Thaipoosam Festival - God Murugan related - celebration in Malasyia with Chinese people Tamils Hindus Celebration Diwali in Singapore (Greetings Board in Tamil)Singapore Prime Minister Participation in Pongal FestivalPongal Celeberation in Malasyia with Chinese peoplePongal Celebration in Sri Lanka with Sinhalese peopleCanadian Prime Minister Participation in Pongal Festival,Kumaran India,https://www.quora.com/profile/Kumaran-India
RelatedWho said Ram is an avatar of Vishnu?,https://www.quora.com/Who-said-Ram-is-an-avatar-of-Vishnu,https://qph.cf2.quoracdn.net/main-qimg-42e231025953783ff9806f17d007c7a1-lq | https://qph.cf2.quoracdn.net/main-qimg-42e231025953783ff9806f17d007c7a1-lq,Bhagwan vishnu himself said that Lord Rama is his avatarRam RamContinue ReadingBhagwan vishnu himself said that Lord Rama is his avatarRam Ram,Rinki ;),https://www.quora.com/profile/Rinki-111
RelatedWhich temple do you like in India? What is beautiful in that?,https://www.quora.com/Which-temple-do-you-like-in-India-What-is-beautiful-in-that,https://qph.cf2.quoracdn.net/main-qimg-3079c237f668c0c079daffb957bffcf5-lq | https://qph.cf2.quoracdn.net/main-qimg-3079c237f668c0c079daffb957bffcf5-lq | https://qph.cf2.quoracdn.net/main-qimg-ab61e4f64d560f868592490e5eba9301-lq | https://qph.cf2.quoracdn.net/main-qimg-a8d4022141e847d5716635d613e7f441-lq | https://qph.cf2.quoracdn.net/main-qimg-0b366e6fcdb31caaff30c1d62b7e2139-lq | https://qph.cf2.quoracdn.net/main-qimg-0ba78b364c26417d6a90c986a15901e6-lq | https://qph.cf2.quoracdn.net/main-qimg-72bd5e3392f74232511ce9ad64b62133-lq | https://qph.cf2.quoracdn.net/main-qimg-5c36a1b2ce78bd98d23b0878bdafba3e-lq | https://qph.cf2.quoracdn.net/main-qimg-fc2577e1309ebe9819cfb3e94b709c71-lq | https://qph.cf2.quoracdn.net/main-qimg-f6c3cb7ea9fbb062de2bcd733b34f12d-lq | https://qph.cf2.quoracdn.net/main-qimg-87379aff128bdd3c743c7ba19672ea01-lq | https://qph.cf2.quoracdn.net/main-qimg-d23661cb643bc641ce58c9390bf6f181-lq | https://qph.cf2.quoracdn.net/main-qimg-0cbae89884f4459c5dcb9095e7249c55-lq | https://qph.cf2.quoracdn.net/main-qimg-e2b7b1a8285ce913f335de56fdf98692-lq | https://qph.cf2.quoracdn.net/main-qimg-e4c146d5b50815e72c34fe32a553b0f4-lq | https://qph.cf2.quoracdn.net/main-qimg-d87cfe42408bc73fc11108c87aa1052a-lq | https://qph.cf2.quoracdn.net/main-qimg-d9b59e470fc9043f7b453696c997f8fb-lq | https://qph.cf2.quoracdn.net/main-qimg-2b6cc299c11d089ddc85c17a87586933-lq | https://qph.cf2.quoracdn.net/main-qimg-27a544ba4c698274d0cfa07d21cf7685-lq,I come from a state that has beautiful temples and magnificent ruins . Often hiding behind the giant shadow of famous temples in Tamilnadu the temples of Karnataka present a whole new perspective for people who love grand South Indian architecture. It's more about the intricate carvings and illustrations as opposed to towering gopurams (temple towers ). Coming to the topic the temple that fascinates me and has something new to offer every time I visit it is this one below.The Channakeshava temple in Belur a small town in Hassan district of Karnataka . Built by Hoysala King Vishnuvardhana ( coContinue ReadingI come from a state that has beautiful temples and magnificent ruins . Often hiding behind the giant shadow of famous temples in Tamilnadu the temples of Karnataka present a whole new perspective for people who love grand South Indian architecture. It's more about the intricate carvings and illustrations as opposed to towering gopurams (temple towers ). Coming to the topic the temple that fascinates me and has something new to offer every time I visit it is this one below.The Channakeshava temple in Belur a small town in Hassan district of Karnataka . Built by Hoysala King Vishnuvardhana ( correct me if I'm wrong )  this beautiful piece of architecture is known for its ornately carved pillars and the beautiful carvings on its outer walls. Hoysala style of temple architecture is characterised by its spacious courtyard raised platform on which an star ( octagonal usually ) shaped temple stands majestically. The gopuram of the inner sanctum is not that high and the temple houses illustrations of life during the Hoysala empire epics like Ramayana Mahabharata and minute intricate carvings. Let me show you some of the many wonders that you get to see in the temple .The pillars inside the main buildingEach pillar inside the temple is unique and depicts a story. They were carved using lathe like mechanism and can be seen in a variety of shapes. One particular pillar is carved inside out i.e. multiple layers of carvings on a single pillar. And you can just see the how detailed the patterns are .  The below one is my personal favorite !The ceiling inside the temple.Inside the main temple  a circular dias commonly seen in any South Indian temple is surrounded by 4 pillars each with its own idols and carvings . Just looming above is a ceiling that consists of unique circular patterns and at its centre is an inverted cylinder with Lord Narasimha's image carved on it. It is believed that when seen under light from all 4 corners the image appears to be different and you can see guides explaining it in much more detail in the temple. You have to see it to behold the marvel that it is.This sculptureCommonly seen across Karnataka this sculpture is of a man killing a tiger or a mythical animal close to our national animal( also called Shalabha or Sharabha but I'm not sure ). It's as famous as our Gandabherunda.The Shilabalike sculptures ( celestial nymphs )And how can I forget to mention about these exquisite and most beautiful sculptures ? Belur temple is most fondly remembered for its Shilabalike  the depiction of celestial nymphs or apsaras in various poses and actions. There are around 40 of these sculptures high on the outer walls of the temple and they are perfect representations of the female sexuality and divinity . The most popular among them is Darpana Sundari ( Beauty holding a mirror ) . These beautiful sculptures need almost a couple of hours of your time to truly enjoy their beauty and laud the craftsmanship of the sculptor.Darpana Sundari above  A Shilabalike playing drums ( one of the 4 sculptures inside the temple ) I can just go on and on about this temple . It is the most architecturally brilliant structure I have witnessed in my life. There is so much to see and so much to wonder. Also  for all devotees of Lord Krishna  Lord Channakeshava himself is magnificent to behold and you will definitely end up adoring him. Some more pics of Beluru Channakeshava temple -      As an added bonus there is another Hoysala temple in Halebidu  just 20 odd kilometers away from Belur . It is also equally stunning and has a museum of ruins and sculptures from Hoysala period. Next time whenever you visit Karnataka  do not  I repeat  Do Not skip Belur . You'll miss out on a masterpiece .,Raghu Joshi,https://www.quora.com/profile/Raghu-Joshi-5
RelatedIs Angkor Wat a Hindu temple?,https://www.quora.com/Is-Angkor-Wat-a-Hindu-temple,https://qph.cf2.quoracdn.net/main-qimg-449aa2a945325808544084dcd5604079-lq,Yes it is the biggest Hindu temple on the planet and was dedicated to Vishnu. After the temple and city were abandoned in 1431 some Buddhists - evicted lord Vishnu from the central shrine smashed his image and installed Buddha. This is the original central icon which was discovered by French archaeologists and re-erected in one of the lower galleries. It is quite rare in Hindu iconography and temple tradition to install an 8-armed version of Vishnu - so Angkor is not only unique because of its size art-work and is architectural complexity but also for its iconography. Cambodian villagers still Continue ReadingYes it is the biggest Hindu temple on the planet and was dedicated to Vishnu. After the temple and city were abandoned in 1431 some Buddhists - evicted lord Vishnu from the central shrine smashed his image and installed Buddha. This is the original central icon which was discovered by French archaeologists and re-erected in one of the lower galleries. It is quite rare in Hindu iconography and temple tradition to install an 8-armed version of Vishnu - so Angkor is not only unique because of its size art-work and is architectural complexity but also for its iconography. Cambodian villagers still come and light incense and make offerings to him and take good care of him even though they have dressed him up like a Buddhist monk!,Rami Sivan,https://www.quora.com/profile/Rami-Sivan
What is the end of Kali Yuga? What happens after that? Is there any way to escape from it?,https://www.quora.com/What-is-the-end-of-Kali-Yuga-What-happens-after-that-Is-there-any-way-to-escape-from-it,https://qsf.cf2.quoracdn.net/-4-images.new_grid.profile_default.png-26-688c79556f251aa0.png,If we study the descriptions of the characteristics of Kali Yuga we can immediately recognize the situation where we are living at present. The shastra and especially Puranas and Mahabharata mention that the present compilation of the sruti was put down in writing at the beginning of Kali Yuga because people would gradually lose memory intelligence and wisdom so they needed some ready reference. From that point in time the Rishis could see the inevitable development of the disaster and its consequences but because the future is never really set in stone their forecast was not a “prophecy” as a sort of curse as in the abrahamic sense. This means that we still have a lot of space for free will and proper action. Reality is like a river: we know it starts from the source and ends in the ocean and flows from a higher point that a lower point collecting water as it goes and digging a course for itself in this process and contributing to the geography of the territory. But there is much we can do about the river itself and sufficient effort can effect a lot of change. For the better or for the worse. According to the Vedic view human beings are not supposed to sit back “surrender and pray” waiting for God (Kalki Vishnu Shiva Durga etc) to put things right. Of course we surrender and pray TO BECOME INSTRUMENTS (nimitta matra bhava savyasacin) to better work and serve the universal good that is the benefit of all beings by upholding and protecting dharma the human equivalent of the cosmic rita. But we need to really understand what dharma is otherwise we will cause more problems than solutions. God manifests whenever dharma declines and adharma grows (yada yada hi dharmasya glanir bhavati abhyutthanam adharmasya tad atmanam srijyami aham) for the mission of protecting the good people destroying the evil doers and re-establishing the correct understanding of dharma (paritranaya sadhunam vinasaya cha duskritam dharma samsthapana arthaya sambhavami yuge yuge). But Krishna speaks these words on the battlefield of Kurukshetra to convince Arjuna to fight. Krishna himself will not fight in that battle: this much has been made abundantly clear.,Parama Devi,https://www.quora.com/profile/Parama-Devi
What is described in the sixth chapter of the Bhagavad Gita?,https://www.quora.com/What-is-described-in-the-sixth-chapter-of-the-Bhagavad-Gita,https://qsf.cf2.quoracdn.net/-4-images.new_grid.profile_default.png-26-688c79556f251aa0.png,Answer requested by Anug Sharma > Thank You Sharma Ji Bhagavat Gita=> Chapter -6–2 -YOGA is Sankalpa Sanyastha ( Ritualistic Renunciaion of Material pleasures ) ONE can NEVER become a YOGI without Sankalpa Sanyastha Chapter -6–4 - Only a Sankalpa Sanyaasi ( Ritualistic Renunciaion of Material pleasures ) is ELIGIBLE to Usurp (Aaruta ) “YOGA PEETAM “ (YOGA THRONE ) Chapter-6 -10 to 6–47 ( 38 Verses) > The Remaining Portion of Chapter-6 > How to Perform DHYAANA YOGAM NO NEED TO GIVE AWRITE UP / Any “ABOVE AVERAGE PERSON “ Listens to This BRITISH LADY > Madam Gabriella Burnel > SLOWLY > SimultaneouslyContinue ReadingAnswer requested by Anug Sharma > Thank You Sharma Ji Bhagavat Gita=> Chapter -6–2 -YOGA is Sankalpa Sanyastha ( Ritualistic Renunciaion of Material pleasures ) ONE can NEVER become a YOGI without Sankalpa Sanyastha Chapter -6–4 - Only a Sankalpa Sanyaasi ( Ritualistic Renunciaion of Material pleasures ) is ELIGIBLE to Usurp (Aaruta ) “YOGA PEETAM “ (YOGA THRONE ) Chapter-6 -10 to 6–47 ( 38 Verses) > The Remaining Portion of Chapter-6 > How to Perform DHYAANA YOGAM NO NEED TO GIVE AWRITE UP / Any “ABOVE AVERAGE PERSON “ Listens to This BRITISH LADY > Madam Gabriella Burnel > SLOWLY > Simultaneously Reading the English Translation of Each Verse > ONE will FULLY Understand THE ENTIRE > The MOST IMPORTANT Chapter of DHYANA YOGAyou Tube => Bhagavad Gita | Sanskrit Verses on Yoga | Relaxing Meditation ( Dhyaana Yoga) In My PERSONAL Opinion > OPINIONS DIFFER> 6–27 /6–28/6–29 are VERY Important > 6–28 is VERY-VERY-VERY-VERY-VERY-VERY-VERY-VERY-VERY-VERY-Imporant / 6–32 to 6–36 are of Just above NORMAL importance Bhagavat Gita -6–28 -(Transliteration in Roman letters /meaning in English are my Own / I have shown “Courtesy” where needed /Scholars please help me with corrections if any ) मूल श्लोकः ( in Naagari Letters> Courtesy> I.I.T.Kanpur ) युञ्जन्नेवं सदाऽऽत्मानं योगी विगतकल्मषः। सुखेन ब्रह्मसंस्पर्शमत्यन्तं सुखमश्नुते।।6.28।। Yujjennevam Sadhaathmaanam YOGI Vikatha kalamashah Sukhena Brahma(N) Sparsam Athyantham Sukham Asnuthay (meaning) 24/7 & 365*25 days -That Saadhakaawho is “in Constant Union “ (By Dhyaana Yoga ## ) with his /her “SELF” is said to be ( Asnuthay) in Constant Union with BrahmaN ***** Such a “SINLESS” YOGI experiences immense Pleasure > Eternal Bliss > ब्रह्म स्परस आनन्द अनुभूतित्वं > Brahma Sparsa Aanandha Anubhoodhitvam ## means NOT Straying away from BrahmaN =Bhagavan Sri Krishna from his /her consciousness> Not necessarily holding the nose & sitting in One Corner in the Midst of his /her NITHYA & NAIMITHHIKA Karma ***** How Union with “SELF” is UNION with BrahmaN > That is ADVAITHA Maandookya Upanishad -Atharva Vedham > अयं आत्मा ब्रह्मा > My this very Self is BrahmaN,Subramanyam Rajagopalan Somayaji,https://www.quora.com/profile/Subramanyam-Rajagopalan-Somayaji
RelatedWas Hitler a white supremacist?,https://www.quora.com/Was-Hitler-a-white-supremacist,,No he was an “Aryan supremacist”. It was not enough to be white you had to be “Aryan” to be part of Hitler’s “master race”. And who were the Aryans? Whoever the Nazis decided were Aryans.,Shayn M.,https://www.quora.com/profile/Shayn-M-1
RelatedIs the idol of the deity in the Tirupati temple actually the idol of a Jain God?,https://www.quora.com/Is-the-idol-of-the-deity-in-the-Tirupati-temple-actually-the-idol-of-a-Jain-God,https://qsf.cf2.quoracdn.net/-4-images.new_grid.profile_default.png-26-688c79556f251aa0.png | https://qph.cf2.quoracdn.net/main-qimg-3430ab040266462a313bb34fed8dcf9c-lq | https://qph.cf2.quoracdn.net/main-qimg-d1e445c3fdd5526a0885ec97d405eed1-lq | https://qph.cf2.quoracdn.net/main-qimg-8365c0d5ab5e76e331bf7ca7884b60ab-lq | https://qph.cf2.quoracdn.net/main-qimg-cc0666a03329691024323839b5a678e8-lq,"Firstly lets know claims that the idol is of jain origin:Idol of the god is not shown to public at all and is always covers with ornaments and garland seems to be hiding something.Jains claim the idol to be of 22nd tirtankara lord Neminath.Idol does not pose shanka and chakra they are added later.There are no material evidence of Lord balaji in hindu puranas.Lets look into each one individually. 1. First claim that idol (moola virat) is not shown is completely false as there exist a Seva at Tirupati call Nijapada Darshanam on friday where idol is decorated with minimal ornaments any one can see the idol of deity clearly wearing just a lowin cloth. Yes it is true that there are no recent pictures of the deity without any decoration but there exists a rare video of the deity in black and white taken during british time. This video is the only authentic source of the idol available. Picture from the video is attached below.tirupati original idol video Skip to 39 minutes in the video link attached above to watch original video of idols abhishekam without any ornaments and decorations. As you can see clearly lord has a attached crown itself . No jain idol has any kind of crown adorned with it. Idol can be seen with a dhothi also crafted with stone none of these features match any jain idol. Claim that lords curly hair is covered with the golden crown. Yes it is true that lord has long curly hair on his back unlike curly hair of any jain idol. Also curly hair is not distinct for only jaina sculptures most of stone idols of many relegions bare this resemblance. 2. As for the second claim that the idol is of Lord Neminath is completely baseless. This is the digambara idol of lord Neminatha.This is the replica idol of lord Balaji.As one can see clearly that there are no astounding resemblances to the two idols. Lord Balaji’s pose is unique in stance having four hands two raised upwards and lower right hand showing Varada hasta and left hand showing Kati hasta. Lord has Godess Lakshmi crafted on his chest. On stark contrast jain idols normally never have any ornaments crown and that distinct pose of the idol at Tirupati crafted within the stone idol. Moola virat(idol) of lord is very special and is believed to be extra terrestrial object. Many miracles have happened over the years proving lords existance. So it can be ruled out that the idol belongs to Lord Neminath. 3. Third claim is interesting as it is 100% true that lord does not have any shanka or chakra embedded on the idol itself but that does not mean that lord does not have four hands. Two of the upper hands are in the pose of getting hold weapons in both the hands as you can see in the picture below.No jaina idol has a pose showing four hands and with upper hands holding any kind of weapon. Lord Balaji has a unique story of why the shanka and chakra are missing. In a popular story lord presents his ardent devotee king Tondaman with his weapons to fight a war and also predicts that they will be returned by another devotee many years later. As predicted Sri Ramanujacharya presented with those weapons much later. 4. It is not true that there are no literary evidences of Tirupati being a vishnu temple. Even being a jain Tiruvalluar mentions about Vengadam. Silapathikaram mentions Lord Venkateshwara as an incarnation on Lord Vishnu. Vishnu purana also mentions Venkateshwara as the main deity of kaliyuga. Some argue that Venkateshwara mentioned by Tiruvalluar and also in Silapathikaram represent jain god. As the name suggests Eshwara means a hindu god either Shiva or Vishnu. The above facts seem i think disprove all the claims “ with respect to everyone"". All are free to visit the temple and offer their worship but not to play with other relegions beliefs with false claims. Everyone is welcome to the abode of lord. Be it Lord Neminatha or Lord Venkateshwara or Lord Buddha God is what you see and believe. Reach the abode of lord you shall find peace. Myself am a ardent devotee of Lord Venkateshwara. Even after all these confusions we cannot deny that Tirupati is one of the most famous relegious place in the world much credit goes to hindus that. “Venkatdhri samam sthanam brahmande nasthi kinchana Venkatesa samo devo na bhuto na bhavishyathi"" Meaning: There is no Shrine equal to Venkatdhri and there is no God on par with Lord Venkateshwara. “ OM NAMO VENKATESHAYA “ P.S: Pardon any mistakes and make necessary suggestions to make corrections. Healthy debates are encouraged. Thanks for reading. Edit: Changes in Lord Neminatha idol.",Surya Ram,https://www.quora.com/profile/Surya-Ram-33
Where is the famous rock-cut temple of Kailasa located?,https://www.quora.com/Where-is-the-famous-rock-cut-temple-of-Kailasa-located,,The famous rock-cut temple of Kailasa is located in Ellora Caves Maharashtra India.,Civil Engicon,https://www.quora.com/profile/Civil-Engicon
RelatedWhy are Hindu temples in Bali different from Hindu temples in India?,https://www.quora.com/Why-are-Hindu-temples-in-Bali-different-from-Hindu-temples-in-India,https://qph.cf2.quoracdn.net/main-qimg-e3301ef59893fcb73c17d68e05fa094d-lq | https://qph.cf2.quoracdn.net/main-qimg-e3301ef59893fcb73c17d68e05fa094d-lq | https://qph.cf2.quoracdn.net/main-qimg-73590848f9e1def32f3a3484fb3ff921-lq | https://qph.cf2.quoracdn.net/main-qimg-7200cabbc9117603700a28be8ccbf2b4-lq | https://qph.cf2.quoracdn.net/main-qimg-fa87c9d2fb43ec461696c46a9ae7fb7b-lq | https://qph.cf2.quoracdn.net/main-qimg-fb058e8de6d9abe8694cccd3477a0eee-lq | https://qph.cf2.quoracdn.net/main-qimg-846a63d852d7bb2bcb45da9dc3b87ebe-lq | https://qph.cf2.quoracdn.net/main-qimg-ce12061012e441c3858f1673f48b0ecc-lq | https://qph.cf2.quoracdn.net/main-qimg-22f429d14d2948ce8c095e5d92a90aa8-lq,"Essentially the same many Indians claim that we (Balinese Hindus) are purer than the phenomenon of practice in India because we worship formless Brahman is it true that temples in Bali is completely devoid of idols?Here we have to treat Nirguṇa Brahman to become Saguṇa to make a relationship with Him if without idols we cannot do devotional service or develop a sense. Beside Arcā-vigraha (we call it Pratimā) these are the 2 forms of idols that you find in big temples in Bali which actually expresses the attributes of Godhead Himself: (1) Pelawatan or Tapaan Barong (Śiva) and Rangda (Durgā) aContinue ReadingEssentially the same many Indians claim that we (Balinese Hindus) are purer than the phenomenon of practice in India because we worship formless Brahman is it true that temples in Bali is completely devoid of idols?Here we have to treat Nirguṇa Brahman to become Saguṇa to make a relationship with Him if without idols we cannot do devotional service or develop a sense. Beside Arcā-vigraha (we call it Pratimā) these are the 2 forms of idols that you find in big temples in Bali which actually expresses the attributes of Godhead Himself: (1) Pelawatan or Tapaan Barong (Śiva) and Rangda (Durgā) are the efforts of Balinese elders to present Śiva-Śakti (God with His Power) on earth. These idols are usually kept in large temples in Bali such as Kahyangan Tempels and Dalem Temples.Pic: the left is Barong (Śiva) right is Rangda (Umā or Kālī) Not always these idols are shown to the public but stored in a building (Gedong) inside the temple on certain days they are shown and sometimes they come out of the temple to travel in visiting other temples.Not a few here are devotees of Barong and Rangda figures even their devotion to idols cannot be underestimated.From the theological point of view Barong and Rangda symbolizes God (Barong) with His Śakti (Rangda) but from another point of view Barong and Rangda symbolize duality: black and white good-evil knowledge-ignorance etc.2. Padmāsana and AcintyaEvery temple and house in Bali we have a building called Padmāsana. I think this is a manifestation of Mount Mandara in the episode of churning of the ocean (Samudra Manthana). If the structure of the building is complete we will find the figure of Kūrma (we call it Bedawang Nala) at the very bottom. Above the turtle (Kūrma) is the main pilar (the body of Padmāsana / Mt. Mahāmeru) wrapped around the dragon Vāsuki and Ananta.At the top of the building is place for Supreme God we call Him Acintya. Acintya corresponds to a rather recent trend towards monism in Bali according to which there is one supreme deity and that all other gods are only manifestations of Him. Acintya is beyond the mind and considered as the origin of the Universe all other divinities emanating from Him.His nakedness expresses that His consciousness is no longer carried away by His sense-faculties since He is Nirguṇa. Prayers and offerings are not made directly to Acintya but also to the other manifestations of the deity. He is often not even represented in which case He is only evoked by an empty throne on top of a pillar [the Padmāsana lit. ""lotus throne""] inside Balinese temples.[1] This Acintya is identical to the Paramaśiva (Nirguṇa Brahman) in Balinese Śaiva Siddhānta. Acintya also reminds me of the thousand-armed of Viṣṇu Nārāyaṇa who sat on a mountain top according to Śrīmad Bhāgavata Mahāpurāṇa (8:7:12).उपर्यगेन्द्रं गिरिराडिवान्य आक्रम्य हस्तेन सहस्रबाहु: । तस्थौ दिवि ब्रह्मभवेन्द्रमुख्यै- रभिष्टुवद्भ‍ि: सुमनोऽभिवृष्ट: ॥ १२ ॥Manifesting Himself with thousands of hands the Lord then appeared on the summit of Mandara Mountain like another great mountain and held Mandara Mountain with one hand. In the upper planetary systems Lord Brahmā and Lord Śiva along with Indra King of heaven and other devas offered prayers to the Lord and showered flowers upon Him.P.S. Photos may be copyrighted I just picked them randomly on internet.Footnotes[1] Acintya - Wikipedia",Mahesa MP,https://www.quora.com/profile/Mahesa-MP-2
चौक्षाश्च भगवद्भक्ताः सूताः पौराणिकाश्च ये ||२||,,,,,
RelatedIf someone believes in a local Hindu deity but denies the existence of main Hindu deities are they Hindu?,https://www.quora.com/If-someone-believes-in-a-local-Hindu-deity-but-denies-the-existence-of-main-Hindu-deities-are-they-Hindu,https://qsf.cf2.quoracdn.net/-4-images.new_grid.profile_default.png-26-688c79556f251aa0.png,Hinduism is an umbrella term used for all religions of the Indian subcontinent.. for all those who do not identify as Christian Muslim Zoroastrians Jew Bhai Buddhist Jain Sikh.. etc. ( Main stream faiths). Worship of all or any other deity will be Hindu wether or not you follow Trimurti or Tri Devi… Vedas puranas Ramayana and Mahabharata etc etc Yes you are Hindu.,Reeni,https://www.quora.com/profile/Reeni-11
